Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
BIH,21687995,238296491,389260492,375127460,448185771,501762634,516030916,657651104,697689200,1035848672,1630016951,2199957813,2571193119,3039677870,2250547395,2924997021,3567040327,3006628718,3249692961,3148573044,2573796440,2618464277,3242689890,3746134955,3176952181,2937221829,4788191005,5113022779
BLR,543180343,583224287,857415844,2444487376,2028957756,3234088184,3197838362,3746721033,4951835842,7347227799,9433110599,11842617458,13953527804,18910521317,13528508551,13886140163,23234638819,26137988244,22219686516,22653338313,15443138236,12485400781,16294152880,19285537963,17835851552,14785780989,17826269183,5540578497
CHE,23763683463,22479800713,24245055722,24778443456,24032741410,27946793780,25129116429,26797373193,29322869431,34628177371,39988685835,42133195537,56762383756,78044247191,54563016778,79960006040,1.1537E+11,1.31169E+11,1.80465E+11,1.23671E+11,1.18388E+11,1.25221E+11,1.14309E+11,1.10473E+11,1.07144E+11,1.08328E+11,1.39821E+11,1.6138E+11
CZE,9151572176,8848465125,7338237446,9255489030,8730837469,9321379973,10066436746,12234261952,14212459990,18528708771,21384939770,25029941174,31805682557,38105671871,28771694619,32665693726,41239551067,40452483240,41266336372,42253360541,37172742509,35745512442,38753581179,42337668438,40213833941,38060940234,51212269904,56928104656
DEU,1.12829E+11,1.09316E+11,1.05546E+11,1.09265E+11,1.04626E+11,1.05771E+11,1.11377E+11,1.20753E+11,1.39585E+11,1.72754E+11,2.04622E+11,2.46053E+11,2.80314E+11,3.28583E+11,2.49479E+11,2.79331E+11,3.32551E+11,3.12787E+11,3.17912E+11,3.15463E+11,2.63385E+11,2.59268E+11,2.84544E+11,3.05664E+11,2.89549E+11,2.78163E+11,3.4578E+11,3.78154E+11
DNK,20517800733,20918961749,17298639303,19255529306,19064299384,20080854519,20560684423,21852326852,25629507058,30037559453,33429614945,37395277235,39592237665,46716062666,36813797400,38835899533,45894036191,43830585806,45554470213,41899856181,34998488989,33740111656,37357338411,39414485137,37634217944,34811182725,42391977426,45636178849
ESP,33377588983,36612807973,38504783155,37721978771,37036807969,39040859893,39731899955,42531346372,52367048505,60200883757,66416080184,75548413555,90069198231,1.04037E+11,80782055590,94609378352,1.16288E+11,1.20267E+11,1.2563E+11,1.28433E+11,1.0652E+11,1.05849E+11,1.21407E+11,1.32559E+11,1.26245E+11,1.19229E+11,1.54012E+11,1.7222E+11
EST,1145161100,1233411866,1705790418,1791143724,1683654226,1895895000,1888488364,2267210758,2712522267,3194697306,3792924689,5184901501,5775799387,6382147654,5031795451,6335408243,8363366486,8069459195,7235407389,7604121525,5724273568,5521221750,6536477000,8007719408,7512058150,7085547360,10395641487,11882727865
FIN,21566403216,20490357883,20268512877,20189869947,19012444143,19985277737,19263835972,19818769628,23925344788,28679749863,28214405131,34084404444,39172939690,40245659010,26175307743,34177574166,40004992540,38025004263,40226006940,38716254251,29895334346,29390175993,33642657938,37904287379,35537352573,31432185150,41130625086,46325136474
FRA,90872308335,90937583886,87259205143,87048763369,84817065253,82324600783,79360956578,84165256183,1.00487E+11,1.1626E+11,1.27749E+11,1.44691E+11,1.65752E+11,1.90581E+11,1.40199E+11,1.55606E+11,1.89339E+11,1.80591E+11,1.80817E+11,1.78152E+11,1.49029E+11,1.42226E+11,1.55482E+11,1.71692E+11,1.63248E+11,1.43583E+11,1.8669E+11,2.184E+11
GBR,72228513793,76206533165,78137520117,69069776221,70315695280,81777128340,77622120559,78048043462,89204473026,1.05252E+11,1.19479E+11,1.28179E+11,1.49541E+11,1.62314E+11,1.17322E+11,1.41991E+11,1.69138E+11,1.62133E+11,1.73067E+11,1.78993E+11,1.25802E+11,1.15011E+11,1.31319E+11,1.64277E+11,1.48837E+11,1.24111E+11,1.60335E+11,1.91244E+11
GRC,6743767752,7264579661,6732476296,6318260961,6614396266,6455192964,6502319486,6333094068,7751453929,8733036288,10408800404,13277669004,14983576866,20325333806,15798941805,18815119121,22890627492,24049966970,25490145486,25327283916,19955887058,19209501539,22424309678,27995933876,25489162524,22528130959,31081085835,39280454986
HRV,1868059222,1889106260,1938029119,1696371662,1668396371,1876725862,1963285134,2147585011,2662214926,3435171996,4188638414,5241328595,6040618317,6461418478,5161469888,5626537360,6595161379,6450421572,6555977840,7145021956,6200021363,6299775109,7425129839,8306133694,8088012044,8340302486,11317000314,14437221853
HUN,5895999130,5919319462,6111687857,6271559239,5747849724,5901824024,6447669883,6880640202,8298814988,10244807596,11936673386,13790866713,18306900367,22246888146,16083530159,18712329501,23516495157,23852639434,24770525511,24139181018,20041607234,20110520737,23350669582,25665465454,24564944682,23665821797,29094047118,32951992060
IRL,11935036072,11288339322,10433106398,11018635127,11039655454,10656571705,10142640531,10654875969,13089491159,14851121133,15573151182,17401141098,19320591026,19027520005,17339741579,18660830322,21544607059,20119140992,20751262924,22019621691,19912955948,19347300616,21230884227,22958337824,22723393169,22675760494,24125515363,25566994506
ITA,66143461207,69822224817,66184546823,65991285008,64275589114,66935892353,67750368521,70592070202,83290352666,1.00769E+11,1.10548E+11,1.28147E+11,1.5437E+11,1.72983E+11,1.26136E+11,1.46776E+11,1.76837E+11,1.75901E+11,1.71996E+11,1.69341E+11,1.43999E+11,1.42973E+11,1.58399E+11,1.72925E+11,1.67796E+11,1.57701E+11,2.03975E+11,2.25045E+11
LTU,1724067992,1801096713,2041439380,1913224343,1564253350,2000768754,2332521428,2620190140,3863630531,4959225925,6502246177,7350949821,7871550015,12669472503,8832478584,11321291286,15384651756,16386894886,17549128841,16603761770,12524715896,11997985351,14110840769,15481024430,14953381430,14539525197,17813960407,23409257807
LVA,1432888028,1592268059,1835539159,1686744392,1569799525,1573433149,1711208846,1748191758,2447122941,3190125820,3882516257,4478566274,5939078627,7154130313,4886876112,6147416389,7893372827,8325822330,8442364508,8905482342,7057927641,7082552821,8010650568,9352968119,8733891545,9026906987,12012426512,14423746680
MDA,699964454,851373335,977252435,674003246,492038135,534349844,544007557,586111371,708161881,964738441,1060828817,919395937,1194100199,1238787768,951019252,1154799367,1456039569,1388687071,1453849645,1568496038,1269715454,1250528933,1617247203,1776789807,1654717815,1542537942,2201703726,3162268352
MKD,845241679,765567930,862733432,805360436,679733542,860964326,663354168,608231781,802729883,1004400614,1324021832,1753271284,2446630975,2864531762,1691804995,2190907601,2715456988,2173537353,2077986999,1969664774,1693459102,1544045107,1504816547,2093972307,2167268348,2102308141,2620316315,3106308249
NLD,79675470039,78716268568,75276692259,70651247692,69076181053,73315049300,69662477410,76492725651,88806148941,1.07364E+11,1.29112E+11,1.46648E+11,1.81732E+11,2.2167E+11,1.65972E+11,1.92496E+11,2.45211E+11,2.45243E+11,2.47115E+11,2.39048E+11,1.85295E+11,1.80348E+11,2.04956E+11,2.2454E+11,2.11864E+11,1.90589E+11,2.49018E+11,2.88256E+11
NOR,34544926635,41287938686,39222570484,32296278463,36675509955,51153825342,49895747493,49936154837,56110419724,71052321557,91007500108,1.05722E+11,1.15819E+11,1.4559E+11,95655398864,1.09528E+11,1.38006E+11,1.37282E+11,1.26616E+11,1.23458E+11,86487182389,73494029751,88220178253,1.07064E+11,87516444473,68335098502,1.50613E+11,2.61499E+11
POL,11822104446,11474859727,12553043713,12272602630,11457704348,12484635372,13804317994,15422248245,19881204200,27328426281,33551187920,40872189673,50749786794,61550508689,46180917496,55421007400,68939880859,68896976313,76461000804,78135665716,68572951537,67260677663,77305556698,90574877496,87996967496,89073138334,1.11712E+11,1.27334E+11
PRT,7772264615,7242626459,7156855919,7189684606,7166665848,7513606808,7344550000,8084558366,9930320569,12148164454,13391165942,16426129518,19683088998,22276203213,17697326201,20340476645,24656534288,24560886383,27320184887,27032058498,23349766301,22332553716,24969371649,28263750377,24802298534,23342335981,29963938485,33318414006
ROU,3671982478,3706842476,3823678676,3592463317,3392093460,4159691931,4138545482,5001989318,6085632909,8707321556,10456440264,12001514740,14090804952,17770516993,12035204614,15898794304,20544163015,18893801317,21212640370,23394779267,18670518292,18251894908,20061359746,22649853238,21978718864,19798498138,28842723714,35786195772
RUS,44685601192,71375477750,72168864994,62530145776,62231372846,86666576671,83716078246,89283774181,1.10993E+11,1.50515E+11,1.96371E+11,2.41444E+11,2.91008E+11,3.7566E+11,2.54243E+11,3.34536E+11,4.36491E+11,4.39149E+11,4.3202E+11,4.15191E+11,2.82283E+11,2.46514E+11,3.03344E+11,3.8145E+11,3.58419E+11,2.85375E+11,4.1524E+11,4.38242E+11
SRB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3962631362,5396551112,6401311954,4827807351,6055009261,7217547349,6276867351,7026209606,7172549238,6603957885,6929083997,8059028052,8709800932,8993555592,8973160157,12590683249,14402204207
SVK,4508213123,4071483089,4297796666,4184785931,3791253127,4528292357,4872588401,5533829418,6903042566,9543357373,11481138208,13797841201,17266731234,20777207606,15791114587,18683700895,23185305989,22854346168,22641141663,21263261607,17302718280,17057644581,19427114607,21351996938,19354279950,17588290067,25040264600,29037571731
SVN,2754477378,2616352098,2608974003,2710148157,2600277786,2719474543,2863943618,3107116280,3727956387,4425067375,5139625094,6410453309,7923952869,8803661551,6409374826,7628631812,9702697480,9288027226,9949022195,10071021167,8711758014,8746993624,9847014216,11265921950,11066935170,9680763688,12832137379,16610134922
SWE,28387649543,28954317958,27951956058,26655476744,24663254959,27457242139,25947501144,27854644496,33502560094,41112286117,45558280331,52554140080,59234103898,69909802615,48749231978,61006037598,70753629228,69664706403,65503260175,65795082261,52885478354,51448141561,57380151342,62630322904,57878039425,55632101716,73429351971,82313779433
UKR,3894993729,10405170423,11026910667,9900554347,9158925795,11484858544,12798590877,14335563771,18746711585,24875258506,28094445152,29711395039,37608507066,53639478439,31440053246,39855005986,51699945422,51728462102,47193617121,45962033537,32547827484,31114360031,37328895505,40867902856,43576116767,41947373540,56327023998,38399574050
CAN,89281499320,95830074701,96551458263,89904189092,96679061295,1.17192E+11,1.13858E+11,1.0791E+11,1.24178E+11,1.5149E+11,1.78088E+11,1.97025E+11,2.19766E+11,2.67437E+11,1.73333E+11,2.2263E+11,2.65565E+11,2.62994E+11,2.72609E+11,2.83305E+11,2.17865E+11,1.97576E+11,2.2458E+11,2.52261E+11,2.46199E+11,2.16636E+11,3.10233E+11,3.82569E+11
CRI,2352195690,2624772024,2962174957,3432597020,2784244353,2618813019,2416707787,2830757089,3083497552,3368282556,3919738656,4173164058,5024552961,5442303840,3945438875,4997953309,5459613898,5951871903,5762263237,5788299906,5634498618,5895303814,6629321866,6332313299,6222492558,6168039473,7229905518,7472866173
CUB,1028443453,1573544902,1527202483,1241630788,1718986490,1973408632,1852180488,1689260739,1907814228,2339423527,2039289574,1232180736,2023681595,1973204899,1367591885,1672170825,2236759533,1693323225,1896327757,1472824805,1242535671,1600475742,1541092562,1431930234,1195839325,1133724076,1027531391,1028304857
DOM,1105924145,1332661778,1504176762,1332417990,1086419475,1156238988,1161498597,1606933737,1872668314,2262656125,2563375500,3240898510,4311502354,4090704276,2711815531,3175268478,4202808716,4499791278,5029029910,5665082617,4953846338,5414514993,5355866370,5560037636,6019024460,5698437165,6949809395,7092862223
GTM,1776982919,1802476626,2085993655,2150104090,2018032740,2259620260,1980581216,1967983891,2040603291,2290849430,3047095979,2921901036,4409124006,5365786752,5515030419,6537310348,8231796424,7890090862,7865814468,8624346694,8244335906,8138581703,8148376363,7540376658,8125102634,8459117859,9309146221,10655460948
HND,1052689400,1311013847,1735388130,1730836692,1215053006,1312228198,1196747299,1147531072,1197904454,1399135740,1597823315,1756473725,2112475932,2400208588,2349657964,2877377345,3743254128,4137112373,3455817477,3846904610,3632146416,3589177920,4341005290,3731554908,3301584237,3948844282,4466241408,5074969553
HTI,64911337,68193605,72378894,64951621,48461133,42240612,33154313,39401514,33800846,35697449,47055663,50772579,67542869,90846067,52073817,69718223,98679938,106704154,94126360,99482714,77946782,68175167,70910094,95073870,127269376,86288178,107896418,80501142
JAM,530705408,533021763,519484317,513262950,543571905,484407067,495272969,492963800,505794206,537798669,557007766,891946904,1198350018,1167941052,919544578,858358123,1163352398,1203190776,1064467965,928721249,703919320,697958571,763905515,883406008,885217613,787268060,1061132057,1617082753
MEX,24916416247,27736116126,29754266802,26609669907,29461128494,37467660285,32752033552,35393758574,41119484683,51428403390,64539618500,77465521178,85860927184,98336528778,70392080293,91767667121,1.19379E+11,1.17524E+11,1.13533E+11,1.08645E+11,84203474189,80942008011,91857185611,1.0371E+11,1.07786E+11,1.00407E+11,1.15707E+11,1.46665E+11
NIC,449819022,519407117,602880007,562934892,521100963,652591617,598074465,591367121,637670352,794372393,894042744,1055780979,1262038352,1544512890,1516766511,1949059842,2518826295,3340394202,3035919729,3007537775,2790225834,2694767397,3123929934,3112617834,3322475473,3606555781,4414440566,4835276434
PAN,1225787018,1279223608,1122282818,1090330005,1115089936,1179227389,1150417562,1261675660,1382144094,1576823613,1779579076,2240007072,2653189363,2881803943,2435344119,3155337508,4023217310,3602988826,3947913851,3751660362,2988631520,2433656524,3152827807,3364520644,3766506412,2875929746,4769858788,4742384799
SLV,781953062,782804423,956011064,875741379,813685005,896509773,782194892,822278627,857525199,936063498,1143297073,1369432289,1631502430,2012232925,1677453300,1774545282,2411803795,2259563014,2201549992,1902675827,1924639398,1851985735,2058243056,2068325801,2133684322,1830346625,2325008865,2721741078
TTO,1775817304,2011809980,2089264465,1897548866,2439923578,3555710236,3861839517,3514887730,5504230106,5367107449,8249937728,12389433555,11535040127,14538300754,9619291744,9469632648,11525869224,9321462695,15900351908,11655835452,7095934616,4668735432,6485887061,7185782519,5580191542,3709959946,4875810760,7181688962
USA,1.57769E+11,1.65197E+11,1.64646E+11,1.53419E+11,1.49251E+11,1.66908E+11,1.59375E+11,1.54022E+11,1.67823E+11,1.87278E+11,2.12624E+11,2.48561E+11,3.02358E+11,3.88731E+11,2.9919E+11,3.73733E+11,4.90559E+11,4.99312E+11,5.14821E+11,5.23008E+11,4.36381E+11,4.16478E+11,4.75844E+11,5.38018E+11,5.30662E+11,4.78126E+11,6.38778E+11,8.43519E+11
AUS,38029931547,44839089485,45639586171,42821025688,40186846987,48215463899,47867740958,49696908428,53500896154,68557563017,87886834137,1.0389E+11,1.2139E+11,1.65039E+11,1.40409E+11,1.89425E+11,2.38231E+11,2.22695E+11,2.31015E+11,2.1953E+11,1.7548E+11,1.74281E+11,2.19804E+11,2.30486E+11,2.52265E+11,2.2665E+11,3.16606E+11,3.86387E+11
NZL,10250067733,11141654565,11056807729,9798609699,9741453842,10387037687,11008024023,11306031075,12933167092,15682860758,16999927215,17811744102,21477403745,24828622915,20116620576,25809039136,37598944327,31016216549,33044222384,34940062261,28464240726,28093301834,32299224094,33930186246,33623962134,32588814092,38008392644,38892722014
PNG,2423341876,2393203015,1983609962,2323185538,1893104678,2259146808,1856596268,1964828257,2512270447,2789201380,3244178385,3959645782,4622236493,5712992075,4793981316,6077095623,11015019856,9745848621,6409628820,9322483561,8989247065,8308559545,9938781077,10421816372,14519032729,12964759180,13345204633,15351667762
ARG,17568830171,19532618841,20672638372,20539618418,18359207983,20746996043,21305017188,21533312238,24716135206,28321441489,32401560029,36361501298,43399702369,53563368889,41756867649,50516417713,60465991920,58602560290,55420454461,50446916155,43621474266,45468271707,44931596053,46580228349,50583752708,45341418337,55515411786,69264930898
BOL,1263625304,1222283252,1325974662,1141089646,1021789286,1294953361,1390187223,1333829527,1548262280,2156517711,2809374047,3862417814,4809863126,6898362847,5534982350,6948148140,9080184096,11160151036,12412314453,13248177674,8808996421,7322601660,8376212381,9200746303,8863563402,7052878880,11077392319,13296060046
BRA,32467808633,33228202731,34795252153,33313901983,31167254938,32966051670,36425178371,39736909374,49196851959,63335953303,77043189093,90211490982,1.12363E+11,1.42141E+11,1.11666E+11,1.48948E+11,1.93117E+11,1.80695E+11,1.76084E+11,1.69117E+11,1.42294E+11,1.33692E+11,1.61477E+11,1.78628E+11,1.73994E+11,1.72631E+11,2.3578E+11,2.76906E+11
CHL,15326797782,14933697493,15798679553,13436455336,14247667912,16938068758,16677636759,15726194527,19412833145,30684607275,38551809959,55005315983,63739938383,58843916176,51792762293,66150715099,74718701247,70870806996,69968251532,68677132565,56784368864,55610140964,62998046093,68464298903,63210196955,68798060086,88501603264,82619631146
COL,8548201402,8952305659,9538657221,8840694374,9661362825,10711413829,9647392993,9473207774,11118598924,14007182305,18204050605,20534269370,25534792423,32483497487,29264263416,35831278979,53647227901,56210827318,52782894653,49274455725,30818447797,26461587966,32859394267,37005849467,34391289177,26769622770,35615026533,52505973988
ECU,4418411414,5146812714,5408899087,4461570709,4813490960,5130559598,4826115818,5160451369,6290258539,8384807680,10770439112,12795467917,14187986240,19103588500,13647570170,16814706927,22108408763,23428212458,24820020318,25803315960,18041170355,16582531415,18977479471,21400981457,22980581938,20199639634,26496302514,34913162781
PER,5138152115,5458269800,6251712295,4971920840,5397336258,6189582897,6041546946,6947173495,7974366373,11372193061,15804008059,22144315607,26084778059,28811846260,24867990451,33510918976,43264415442,42703886043,39904222893,35519617033,31026407655,34112599199,41610399020,45448518002,44148243541,37562142948,52702576926,54575675902
PRY,825832259,1111664028,1334818187,1231425860,1027967243,2252414035,2431936260,2449857972,2699076239,3128101349,3329742636,3595423828,4593474205,6328025000,4950266759,6367550356,7654797711,7069581598,9178448152,9290149194,7909610851,8247763468,8127471245,8446292808,7360511468,7930577911,9847968940,8979297160
URY,1639903015,2041973773,2019667343,2177076585,1742003719,1857139140,1603188192,1512867607,1899404707,2597775869,3113504419,3344249485,3830661463,5223997365,4456551696,5503373378,6195963013,6953454417,7161281377,7161977129,6386220366,6298446813,7392518889,7643324895,7221125515,6470443565,9137446444,10024813686
VEN,18293577370,22476854028,22261666014,17429978791,19260495486,29896965586,24447152303,23615092857,24891082285,34597059005,44626267065,55837138507,58564528245,85593143442,49884488026,64809377037,88064440593,1.01499E+11,1.01413E+11,66332896780,35507320518,29054681354,31197272871,35278059394,15392653205,4232573934,2509550279,3515699450
