Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
SDN,,,,,,,,,-1.000323006,,,-1.02307173,-1.470254519,-1.142080483,-1.098835855,-1.259375451,-1.123489413,,,,,,,-0.827564135,-0.980001947,-1.279031177,-1.321637961,
SWE,,,,,1.20539951,1.182106353,1.250978649,1.316276107,1.315323608,1.452814116,1.53287329,1.424061314,1.405966375,1.473065053,1.589610438,1.521945507,1.42095658,1.469959281,1.482580654,1.54722416,1.502877863,1.512077539,1.487327071,1.510006605,1.539301135,1.55140966,1.560336712,
CHE,,,,,1.102020811,1.123863018,1.065792893,1.036655919,1.17750212,1.297529694,1.323522921,1.274009358,1.205546076,1.205833355,1.304929563,1.292582317,1.240403919,1.191188016,1.245564115,1.372037588,1.409144911,1.431114766,1.409577841,1.400145867,1.316602269,1.336423851,1.224601747,
SYR,,,,,,,,,,,,-1.500305656,-1.256308043,-1.150601873,-0.965472563,-0.684058921,-0.38907088,-0.280992021,-0.480889063,-0.390459382,-0.862020629,,,,,,,
TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA,,,,,,,,,,,,,,,,,-2.971355398,-2.361630891,-2.616208679,-2.584812687,,,,,,,,
THA,,,,,-0.651529086,-0.622516334,-0.604220394,-0.226207366,-0.176436356,0.059689529,0.22162617,0.2753482,0.310573745,0.211424553,0.208341581,0.16949762,0.377786233,0.271678295,0.238232721,0.272239473,0.331018433,0.552477112,0.670616311,0.813614921,0.740743395,0.697901671,0.542431565,
TGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUN,,,,,,-2.933681175,-2.983897143,-2.751063464,-2.524391427,-1.379076146,-0.909697563,-0.636393314,-0.621344297,-0.814149547,-0.89277523,-0.844976843,-0.667111218,-0.912075714,-1.013605473,-0.958254875,-0.783805457,-0.747532308,-0.841042734,-0.855822042,-0.956361098,-1.039005974,-1.104402923,
TUR,,,,,0.111572768,0.57102963,0.630114056,0.60307284,0.728709901,0.655767625,0.810002798,1.086737425,1.222703949,1.262682518,1.274415151,1.238849249,1.257097318,1.195389901,1.158334648,1.156981682,1.152218467,1.276589074,1.238337227,1.179922951,1.174219762,1.14667553,1.229371922,
TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,,,,,,,,,,,,,,,,,,,-2.058033428,-1.91637132,-1.777920478,-2.066243617,-1.794626596,-1.095528446,-1.415422235,-1.251215753,-1.324913841,
UKR,,,,,0.384419237,0.586699448,0.661493317,0.564048314,0.58624904,0.493423264,0.607439605,0.716320763,0.702533973,0.646189619,0.484111059,0.504033435,0.560424124,0.527141452,0.577121341,0.711196617,0.827969222,0.731401286,0.808895763,0.744379777,0.780929914,0.710059985,0.576748028,
ARE,,,,,-0.857576697,-0.435801146,-0.112120433,-0.275631157,-0.565585358,-0.481331139,-0.263539204,-0.058232672,-0.013140477,-0.018286124,-0.153214058,-0.304937091,-0.030905767,0.126834112,0.138221911,0.102858207,0.237611791,0.308246469,0.384299717,0.229663593,0.327572717,0.101497847,-0.02738653,
GBR,,,,,0.88245339,0.845154633,0.914744127,0.91997092,1.062783181,1.007009175,1.114866091,1.081212616,1.018534781,1.173070939,1.284180086,1.274450397,1.231733068,1.253191357,1.181721648,1.180833047,1.158991028,1.150993005,1.127359601,1.118735438,1.025979064,1.107142306,1.0947823,
USA,,,,,0.520455679,0.3437355,0.198291696,0.213058716,0.321844903,0.434929692,0.691730502,0.743332514,0.721632299,0.877576748,0.959061137,0.955113244,0.864427169,0.971899403,0.81867904,0.85975548,0.823070473,0.711907413,0.651994732,0.687499074,0.767086696,0.70504061,0.867409308,
URY,,,,,,-0.937819258,-0.647305978,-1.21338198,-1.18747734,-1.230632129,-1.104591556,-0.863120916,-1.235895907,-1.193987947,-1.191120357,-0.801818072,-0.442837336,-0.56293533,-1.004859713,-0.795498829,-0.810695518,-0.620320966,-0.145699192,-0.246121711,-0.145388442,-0.176000554,-0.437129809,
UZB,,,,,0.158232439,0.538821554,0.198322581,-0.075149307,-0.548591891,-0.971270705,-1.120870055,-1.038786991,-0.6925537,-0.874819682,-1.177859339,-1.357309678,-1.657196802,-1.277190103,-1.56834207,-1.404469206,-1.361466121,-0.920037447,-0.798486155,-0.787956379,-0.853874679,-1.240149075,-0.856368207,
VEN,,,,,-0.354428513,-0.630146684,-0.588114757,-0.892922439,-0.771255093,-0.806283128,-0.511992294,-0.036074694,-0.689306316,-1.148576541,-1.592481692,-1.766620718,-1.138946642,-0.874666914,-0.730181807,-0.969690708,-1.265591679,-1.325839287,-1.222451691,-0.959689374,-1.093067135,-1.43484402,-1.513408418,
VNM,,,,,,,-1.806069436,-1.15372321,-0.957358761,-0.360721874,-0.076277928,-0.483507029,-0.41437451,-0.479031459,-0.568863875,-0.4366291,-0.354943832,-0.318116028,-0.171696782,0.024812705,0.035106723,0.194243131,0.145544176,0.126426417,0.241400866,0.160913391,0.127226252,
YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZWE,,,,,,-1.098850776,-0.803641454,-0.827358984,-1.003498958,-0.542701583,-0.640004094,,,,,,,,,,,-1.701822376,-1.339313089,-0.511357697,-0.396537641,-0.623640304,,
