Country,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
AFG,-0.4201994840109498,-0.45954911503021145,-0.38560918335540145,-0.5028836946911558,-0.4188427195914419,-0.22782390380217596,-0.22004619136351555,-0.24490591504520046,-0.4470805667413603,-0.21856804969628396,0.3666203197726327,0.5001049498638697,0.4443950662644247,0.33110278520287934,-0.41061432693010314,-0.7393433422074591,-0.9153190944797274,-1.060952596187956,-1.1732892316404484,-1.3060897216760878,-1.294544981671799,-1.1358342134961057,-1.070499645197009
ALB,-0.2167895654670817,-0.1352796893083556,-0.0007396086243245758,-0.0030709949103207624,0.030916222551171806,0.05423102753921719,-0.08553512348143762,-0.12449765210014688,-0.1636761064965477,0.13564970819614333,0.46522864716511547,0.43823068657518927,0.4143162986651512,0.24837576114646762,-0.1954570981645189,-0.2441602796932634,-0.30237528210600645,-0.3305464347336817,-0.3165614716373365,-0.27211169214021624,-0.3076859989216377,-0.2783758085938439,-0.19910359315219853
DZA,-0.5529273154954327,-0.7689597698437333,-0.4681080292759793,-0.543603406135835,-0.5427943786845737,-0.8952502261858137,-0.719562298966478,-0.9744088906964782,-0.47561453865839615,-0.546948868268099,-0.5531767992261449,-0.7749133536208943,-1.0382739877923135,-0.7958005692860701,-0.8674225955677162,-1.0720446506983552,-1.1465263457980075,-0.9573988448728175,-0.9219324945725688,-0.8251425998999633,-0.9936798208430154,-0.9139075257824991,-0.8108733324771852
AGO,-1.6163803325445953,-1.780218891586673,-1.819607660369582,-2.175877323318939,-2.0450598137246945,-0.8840675055610261,-0.6822194756221778,-1.945644441209509,-1.5406206672512173,-1.5285120877254135,-1.64427694680773,-1.6107277691548612,-1.5741555689044928,-1.3650675485204211,-1.4861252868671133,-1.3053116279167576,-1.3800512142325752,-1.4125456410635453,-1.1806996696153726,-1.1767378712956342,-0.8826278013006013,-0.7086185656997619,-0.7366686686762844
ARG,0.384064424845455,0.3651515651300717,0.3647588349312699,0.4056528601753979,0.35251803397054315,0.3337244888866803,0.29839872146784635,0.3286984775607291,0.29637038731709525,0.33575284004120554,0.32977851213867115,0.3349387575207686,0.29747347626432474,0.26421809480847475,0.25409902002320517,0.2021010972716758,0.24145720002648344,0.19524136877116025,0.14594750328913497,0.0036380940863164476,-0.07868866275112048,-0.07550092539698855,-0.08690084821647942
ARM,0.6151582101228971,0.872109484609505,0.687702620384689,0.6685338460053443,0.5029538574522332,0.3701685147987439,0.4888212084787987,0.355262579068569,0.5562855296001906,0.5001589205113426,0.49190070345535697,0.4295637842265871,0.3760401776685362,0.49802239688694516,0.5172819972995576,0.3278942662134143,0.42444453383133224,0.08585690076854186,0.010921795441125332,-0.041550004081775324,-0.05365649167211831,-0.08380218607071527,-0.11455189665169474
AUS,0.4523760561278541,0.3733257318777774,0.29483435685993176,0.1945426950805379,0.2523211896593414,0.21397990723383212,0.23140625400755968,0.21504961460687297,0.08849297541330035,-0.006668099317278043,-0.0718577398357582,-0.1634106019944339,-0.26978119223649666,-0.18251264611067067,-0.2496497602944347,-0.2377188638998814,-0.23536724529130199,-0.18755305193813696,-0.22676750973813384,-0.24477927565817867,-0.28801049100421516,-0.26069743235110543,-0.320767336591762
AUT,1.886663818809644,1.8886160700228793,1.9437930975657656,1.9309509326372807,1.9159027881628865,1.9277776927769246,1.9103596407604404,1.8488621411813078,1.8529511338179787,1.7983630078554642,1.7586244664325104,1.7597697464095043,1.7702731890964274,1.6905066362252237,1.7598355438667534,1.7049150986569641,1.687443496581421,1.7022329438966817,1.719148973163554,1.7186266416306153,1.734498411299873,1.7188571095265488,1.670410825088468
AZE,0.2416462863237222,0.1566750661011662,-0.19302032700018434,-0.3774789363216113,-0.3124692082909526,-0.4083378997521969,-0.5427974826939416,-0.5261309969503544,-0.497328122538701,-0.8046782808428546,-1.0657068547725748,-0.7348382094920539,-1.0316678523060838,-0.6865737003879601,-0.8555021172365852,-0.9650402717901867,-0.9481589146185714,-1.0023135435585393,-0.6989361974535174,-0.814361917288166,-0.9189176300515812,-1.0242060582486066,-0.8339540649893742
BHR,0.019873024467006926,-0.1522846780161646,-0.05504123069142187,-0.1819460733236779,-0.25021183830777605,-0.10952593521122746,0.015809191427663072,0.17728538637584004,0.3559178216053221,0.5484107036807441,0.41858527761022574,0.38354521723951085,0.3230861518267044,0.28284361317969997,0.3499045681791687,0.19868960629338003,0.22338697264350058,0.33523901985113075,0.35534473752137186,0.4625333952783075,0.5054002921008,0.574237325398262,0.4173838600191163
BGD,-1.0330873866554222,-0.9898083930280452,-0.9940468023184013,-1.0702234864687712,-1.014873550974592,-1.104590148043544,-1.0874790391387068,-1.0258785646860529,-1.0803176867740985,-0.9539161962877142,-0.9324388427182012,-0.9699815513712847,-0.9617676265947754,-0.9882063617862255,-0.984127122439941,-0.9972845786895049,-0.8808199696578979,-0.9509542517666756,-0.8640049790109849,-0.7688595365485839,-0.711354042169517,-0.6929149383203386,-0.6876414881832585
BLR,0.8981541789067027,0.8570957340756565,0.8992441389373648,0.8879408228998215,0.9651587491500911,1.0391897386662656,1.0504122476964821,1.1266031927415876,1.223732001273661,1.1712361496009616,1.1451242784394453,1.126310896485378,1.160808097213463,1.0768254426285073,1.0047263593526223,0.9976753454012518,0.9463720278877198,0.9416421277297763,0.8971797714497893,0.9074027593478564,0.9282345949429904,0.9347854498793574,0.957674747348219
BEL,1.5408026442085918,1.499572346049256,1.492463718623749,1.465459567848873,1.5132536289504595,1.4656128887128572,1.385784553567967,1.3221516634231993,1.3496027811420053,1.3191500692275533,1.3039454483916695,1.279421432832007,1.293474106084373,1.1952378630143272,1.2269103754845967,1.2221049558281178,1.2494649831243607,1.27742971835674,1.2770922143395882,1.2481448321470885,1.2625435557896898,1.2373148088119021,1.2398744696487303
BEN,-1.0411334440240847,-0.9631081089160138,-0.9035791579245581,-0.8977263830983772,-0.7270116382106723,-0.7791065782032464,-0.8470016619337886,-0.9454825153384624,-0.8837199502310954,-0.9901781784884154,-0.8595309985879669,-0.7867277944895562,-0.8551406044172787,-0.8744870513276208,-0.8317497959050254,-0.5955408264063077,-0.7784632114061265,-0.7708234572839177,-0.7391776709647063,-0.6890177112862378,-0.7709984120229096,-0.5135255237964632,-0.6210357192834717
BOL,-0.6339675882390826,-0.7162968810887308,-0.7219406675121436,-0.7619904518349874,-0.7354656797457858,-0.6892579790501938,-0.8600007375197449,-0.8278355085858736,-0.9010216588990486,-0.8236826825700566,-0.8269711803085847,-0.7263878886421831,-0.766105141899759,-0.4461934818905389,-0.5157059812334557,-0.6036961291479183,-0.6181579755817612,-0.9939515474525213,-0.9811312656823571,-0.9335788023410251,-0.9372546373528954,-1.00267336398257,-0.8709885315789745
