Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CAN,,,,,2.402768024,2.25445864,2.143336193,2.124039023,2.103897081,2.109676882,1.981653214,2.289125687,2.238771189,2.19989134,2.107860536,2.268914936,2.306754599,2.212314263,2.201345204,2.061552195,1.953319539,2.202722504,2.333473367,1.982867902,2.062166491,2.197379924,2.213143919,2.259899846
TCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,,,,,0.060303316,0.144510454,0.105473,0.086706942,0.115093053,0.285389876,0.292663472,0.243186392,0.435577552,0.527389548,0.666462503,0.702640792,0.835948378,0.902668338,0.808191274,1.008395435,0.892957614,1.110072474,1.235026636,0.931245315,1.107381727,1.234203478,1.276220496,1.215946649
CHN,,,,,-0.593609659,-0.767745233,-0.897649264,-0.798619317,-0.857077013,-0.867687087,-1.02476759,-0.464399171,-0.288940835,-0.029700733,0.019319485,-0.21760565,-0.272761569,-0.131832236,-0.438414044,-0.141048781,-0.071628263,-0.476231761,-1.121833299,-1.848968384,-1.488928542,-1.333573114,-0.900887322,-0.726838211
TWN,,,,,0.102251597,0.161098221,-0.101433652,-0.199569671,-0.290045741,-0.002489147,-0.076645447,0.528842921,0.707844105,0.759124808,0.823575878,0.530881095,0.412959054,0.596229516,0.505567758,0.826559604,0.924694728,0.591079972,-0.119784471,-0.953681543,-0.669422369,-0.455834197,-0.331518387,-0.263984196
COL,,,,,-0.261685706,-0.076169981,-0.057640953,-0.128274662,-0.116048055,-0.163324719,-0.135570899,-0.203663639,-0.077527765,-0.004874922,-0.012867042,0.03920176,0.112327257,0.165550057,0.37150085,0.390288523,0.517855188,0.417383292,0.578199196,0.538260842,0.607412691,0.576398854,0.591835742,0.594095474
CRI,,,,,-0.258566905,-0.260918674,0.038003585,0.022184885,0.219645251,0.152805902,0.269840466,-0.213343455,-0.22675217,-0.386864281,-0.444464715,-0.226787159,-0.223920984,-0.406191067,-0.502512584,-0.634048145,-0.688611139,-0.456797997,-0.136542282,0.168204859,0.101798538,0.092237819,-0.20066224,-0.479875276
CIV,,,,,-0.222429326,-0.109420659,0.140332968,0.161659561,0.278697431,0.023037475,-0.09082272,-0.803973892,-0.982196353,-1.328035238,-1.40214815,-1.227337377,-1.209800682,-1.344493587,-1.32842661,-1.558258803,-1.457833698,-1.187854521,-0.601139743,-0.020833529,-0.312747483,-0.448191354,-0.632731253,-0.873376852
HRV,,,,,-0.233444362,-0.15013432,-0.195486522,-0.090214698,0.078369544,0.10584695,0.173808063,0.071191769,-0.028702948,-0.025295423,-0.035025101,-0.04194396,0.054230202,0.068168691,0.17254945,0.318111581,0.415677749,0.533671138,0.660696064,0.341100626,0.402740574,0.435133318,0.349689137,0.137523201
CUB,,,,,-0.433016082,-0.482677893,-0.519184093,-0.438262781,-0.556870547,-0.437308274,-0.387646744,-0.390511036,-0.347095995,-0.43444854,-0.55860046,-0.43262938,-0.42687206,-0.469759534,-0.474910966,-0.610340457,-0.440554878,-0.475169965,-0.249195761,-0.228095497,-0.183964074,-0.289552969,-0.661231789,-1.091667339
CZE,,,,,-0.111001801,-0.181507241,-0.23894076,-0.173155656,-0.182496668,-0.044435646,-0.198895612,0.079259459,0.108698509,0.120175264,0.175110781,0.071989821,0.014170003,0.234849064,0.261863465,0.526959968,0.534283469,0.331051309,-0.035198019,-0.440114436,-0.083937375,-0.032408318,0.170451469,0.252497424
COD,,,,,,,,,,,,,,,,,,,,,,,,0.066633671,-0.18038867,-0.315380496,-0.135232067,-0.127568897
DNK,,,,,1.033295988,1.090485099,1.147552621,1.244011359,1.184500165,1.320079895,1.291356055,1.340212253,1.296420745,1.248293187,1.178709407,1.341442605,1.452249847,1.348172342,1.440814186,1.344318188,1.366352611,1.552857782,1.80530473,1.578156092,1.591932136,1.694250021,1.735279314,1.789049872
DOM,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25342173,-0.872870721,-1.150144953
ECU,,,,,-0.145965012,-0.179073517,-0.118045004,-0.201794547,-0.141647305,-0.089611467,0.199255652,-0.431481576,-0.512702389,-0.810383838,-0.878500194,-0.494011413,-0.415150897,-0.442778379,-0.378169169,-0.470740253,-0.592816471,-0.519799199,-0.340376048,-0.246785341,-0.324513997,-0.326772397,-0.301283768,-0.420659469
EGY,,,,,-0.630213612,-0.714307726,-0.793476133,-0.877964035,-0.886651188,-0.762204291,-0.820457395,-0.627718226,-0.423946064,-0.356743904,-0.219219804,-0.487345091,-0.502322885,-0.196490272,-0.198186211,-0.113693199,0.022487064,-0.004356856,-0.259462218,-0.623804831,-0.458277895,-0.319554419,-0.137377488,-0.228408937
SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,,,,,-0.115638374,-0.006357454,0.054600959,0.1801535,0.3060385,0.205501905,0.249754476,-0.409723069,-0.527388564,-0.707415638,-0.797235551,-0.554977495,-0.627473503,-0.766587657,-0.678616199,-0.730286515,-0.711265452,-0.438843053,-0.017759034,0.412276424,0.345283308,0.301180065,0.215240115,-0.059327419
FIN,,,,,1.567794231,1.582606698,1.531146845,1.445000216,1.440093231,1.451628877,1.43453972,1.703009941,1.65341237,1.613953322,1.656585222,1.686083321,1.71196502,1.675911671,1.540070586,1.5700053,1.471988758,1.589320232,1.576063613,1.275376294,1.401068838,1.532199547,1.619530777,1.562938889
FRA,,,,,0.369975537,0.307745773,0.195023327,0.300444874,0.313164641,0.567345613,0.691510147,1.065113719,1.167221116,1.370728621,1.384551825,1.34172133,1.374203982,1.334088904,1.325395067,1.437756463,1.366466199,1.38066402,1.385250841,1.021554869,1.270060052,1.548461247,1.738347669,1.718923621
GAB,,,,,,,,,,,0.208422515,-0.606718933,-0.918754051,-1.28294373,-1.488181215,-1.21379256,-1.091870777,-1.317002035,-1.352697841,-1.503903277,-1.554579129,-1.34131817,-0.636031386,0.413571635,0.098707992,-0.195588665,-0.35241151,-0.594015709
GEO,,,,,-1.000249194,-0.788824043,-0.77033759,-0.749626762,-0.929623023,-0.864359393,-0.971779084,-0.813749976,-0.749201932,-0.738586459,-0.701641754,-0.586376673,-0.446466471,-0.616801433,-0.584565782,-0.208342234,-0.118378374,0.390181869,0.906983316,0.891324379,1.003095999,1.031916108,1.030413904,0.77382771
DEU,,,,,0.691170735,0.54218488,0.506645929,0.611386363,0.706745905,0.881096779,0.774694107,1.144348271,1.30945236,1.414677515,1.493194564,1.54493004,1.640622111,1.504121495,1.571466741,1.568765925,1.592225218,1.646445373,1.552246427,1.070262135,1.387054354,1.507189746,1.617925494,1.795471663
GHA,,,,,0.040780081,0.176891348,0.402262365,0.1976681,0.237326895,0.240430954,0.474065572,-0.064467095,-0.208331116,-0.420389821,-0.543798533,-0.33310645,-0.321947603,-0.312456856,-0.155432006,-0.308736764,-0.278894582,-0.133087742,0.197361335,0.560765257,0.460436181,0.505856789,0.449396532,0.308738067
GRC,,,,,0.39762108,0.607824656,0.31512094,0.5820443,0.664908703,0.851879072,0.900819781,1.300798821,1.272914829,1.404774999,1.35285721,1.140237353,1.111457785,1.085740089,1.163828977,1.235209338,1.17950926,1.043634105,0.823212561,0.333437877,0.541448927,0.706366229,0.802236717,0.745649798
GTM,,,,,,,,,,,,,,-0.506035837,-0.469887575,-0.457896244,-0.604494826,-0.685401202,-0.680259185,-0.707717921,-0.707373428,-0.38732959,0.259177927,0.685379613,0.566340543,0.394223566,0.49163962,0.456862547
GIN,,,,,,,,,,,,,,,,,,,,,,,-0.813519271,0.560565137,0.052323992,0.063885235,-0.30186219,-0.329451109
HND,,,,,,,,,,,,,,,,,,,,,,,,,,-0.340668046,-0.724143413,-0.642538398
HKG,,,,,1.626470482,1.340648827,1.090043804,1.140164785,0.985129748,1.15677942,1.077114205,1.635918181,1.655041031,1.769008279,1.690885765,1.581964784,1.578632657,1.55328712,1.513008988,1.576421444,1.567074133,1.220984786,0.84271347,0.16292402,0.375420547,0.530915521,0.832713317,0.798451838
HUN,,,,,0.096365228,-0.098703142,-0.211631255,-0.137844807,-0.265874098,0.16769491,0.181249817,0.610725073,0.767700246,0.714207481,0.782476347,0.732294922,0.786437244,0.816150737,0.870855127,0.792974527,0.782337671,0.923717381,0.884968615,0.649790218,0.780777951,0.751597919,0.793802877,0.661062888
IND,,,,,-0.307499341,-0.353466823,-0.292584876,-0.400942692,-0.364648757,-0.399652877,-0.529469657,-0.303273536,-0.342983873,-0.143772321,-0.132400789,-0.2641111,-0.326113706,-0.259650377,-0.335273077,-0.107141441,-0.051340623,-0.298506438,-0.932157355,-1.596393887,-1.407231523,-1.036904934,-0.800011723,-0.844720774
IDN,,,,,0.130939284,0.114155709,0.112705235,0.040210005,-0.014310557,-0.044192362,0.108893319,-0.226174156,-0.239923723,-0.258318134,-0.478919521,-0.270679476,-0.367382979,-0.259009639,-0.203477641,-0.092949959,-0.039085901,-0.115647465,-0.256792653,-0.538093009,-0.385742968,-0.346310036,-0.250187539,-0.046683534
IRN,,,,,-0.846217845,-0.814820568,-0.892740426,-0.73486402,-0.84664689,-0.648183017,-0.630219796,-0.109352949,-0.144120367,0.024939233,0.042223627,-0.351656888,-0.36502633,-0.139619781,-0.237871492,0.058547128,0.333669912,0.147629556,-0.186888511,-0.901992712,-0.363781156,-0.143853275,0.121765704,0.269811018
IRQ,,,,,,,,,,,-1.684127997,-1.367702504,-1.642281128,-1.010394836,-0.85567603,-1.096919821,-1.152654639,-1.037330658,-0.981149278,-0.770555937,-0.622546346,-0.900572453,-1.460414737,-1.700628986,-1.58016946,-1.293715639,-0.922126625,-0.837193782
IRL,,,,,1.566438395,1.548969297,1.476121923,1.502068943,1.501434148,1.544501868,1.608139171,1.80991535,1.997681613,2.048407904,1.912987649,2.064076965,2.115539323,1.984301459,2.058434676,1.943434871,1.864240922,1.973288188,2.041574783,1.782080202,1.792234282,1.831775441,1.857082574,1.906231852
ISR,,,,,1.991250149,1.939870412,1.713645143,1.8117877,1.808012274,1.795177873,1.768024983,2.060331312,2.117922061,2.062986543,2.007034695,2.087987982,2.095177422,2.142396624,2.152557189,1.933233953,1.933793093,2.066671922,1.924050972,1.56710435,1.715885628,1.759248683,1.871944551,1.900982252
ITA,,,,,0.722365284,0.696141487,0.592098368,0.631967844,0.477645576,0.723838571,0.694458816,1.116743919,1.173955654,1.34911822,1.477419228,1.476406802,1.443992748,1.515544101,1.657948884,1.574543364,1.587280115,1.608041005,1.556735938,1.132727938,1.346254366,1.419469065,1.66842553,1.73260495
JAM,,,,,-0.239523503,-0.021877846,-0.322690123,-0.164885626,0.653629531,0.371734392,0.147386282,-0.577531412,-1.006151732,-0.776934331,-0.778564154,-0.795400032,-0.50411551,-0.062163248,-0.027244521,-0.509148934,-0.544697108,-0.396939667,-0.061310161,0.19845528,0.188301914,0.623756698,0.623390212,0.673201858
JPN,,,,,-0.08085547,-0.065778419,-0.219296419,-0.235649435,-0.312148561,-0.160078502,-0.194583657,0.196711679,0.343839586,0.51426501,0.597519796,0.455454684,0.417866019,0.633492745,0.62727698,0.707367994,0.78718178,0.617507812,0.356007485,-0.244640466,0.100128896,0.392999322,0.741730572,0.841325258
JOR,,,,,-0.469310896,-0.472467408,-0.561447052,-0.535475393,-0.53155157,-0.638084457,-0.623773741,-0.323380372,-0.245966647,-0.147846456,-0.042587804,-0.143273013,-0.008451026,0.095850248,0.10499832,0.282975959,0.303239039,0.124710397,-0.177226724,-0.558160308,-0.396024488,-0.405650615,-0.215595681,-0.26216324
KAZ,,,,,,-1.631445739,-1.731120836,-1.414836278,-1.124613805,-1.39257645,-1.738080745,-1.20808248,-1.189460366,-1.12112571,-1.087485911,-1.337682592,-0.898359832,-0.776521589,-0.874650686,-0.658721824,-0.310367023,-0.673966368,-1.132714224,-1.183428598,-1.109929666,-1.193759246,-1.202486249,-1.319829371
KEN,,,,,0.535732781,0.546463756,0.70099492,0.625546004,0.629429421,0.589447583,0.584687528,0.182079981,0.004100704,-0.137027464,-0.228898495,0.014695017,-0.071085011,-0.144535481,-0.141932328,-0.15627979,-0.164221981,0.164563357,0.363268213,0.660603378,0.588831186,0.520034633,0.46145862,0.378151797
KWT,,,,,-0.370579064,-0.30146846,-0.19670799,-0.024984677,-0.170633186,0.022570511,0.112027065,0.292181166,0.237685139,0.311686592,0.257069127,0.017999765,-0.049205788,-0.08594727,-0.1330386,-0.00663958,0.011795529,0.003254609,-0.15476353,-0.599158428,-0.466842238,-0.595364687,-0.489415278,-0.740939477
KGZ,,,,,,,,,,,,,,,,,,,,,,,-0.071371945,0.474650316,0.40190491,0.017154086,-0.041090871,0.471064698
LAO,,,,,,,,,,,,,,-1.572619135,-1.828937176,-1.368016808,-1.385387965,-1.440023336,-1.059561342,-1.254399015,-1.379507491,-1.189147877,-0.738001147,0.088434493,-0.062258141,-0.379211388,-0.801556528,-0.800791289
LBN,,,,,0.006437031,0.286124121,0.372431068,0.429302698,0.433016349,0.643083908,0.539720341,0.782017749,0.854300175,0.831589273,0.804357619,0.72813184,0.790080323,0.861102034,0.808132629,0.769979584,0.683890205,0.671358869,0.544967047,0.268338734,0.257632734,0.409869058,0.572716845,0.60184485
LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,,,,,,,,,,,,,-1.768813977,-1.401788409,-1.259753139,-1.512728969,-1.59882058,-1.622921588,-1.507578466,-1.315659924,-1.062836689,-1.236723969,-1.614370258,-1.49069721,-1.315201757,-1.358752554,-1.253838128,-1.275149321
LTU,,,,,-1.315351467,-1.329539395,-1.315980657,-1.242728217,-1.13970922,-1.108253165,-1.017380769,-0.731576719,-0.498503093,-0.309128197,-0.201481593,-0.401861932,-0.642195587,-0.47629716,-0.509370463,-0.185540336,-0.097704138,-0.188668556,-0.492933529,-0.482945162,-0.292543505,-0.400919614,-0.158058142,-0.390053882
MDG,,,,,,,0.189453753,-0.24169517,-0.437285147,-0.462311867,-0.399511143,-1.034548799,-1.211038002,-1.479020312,-1.445204344,-1.21996971,-1.129599714,-1.263003614,-1.136314786,-1.452671312,-1.543304489,-1.363557079,-0.76185375,0.182413338,0.119832766,-0.240725174,-0.654639855,-0.867452887
MWI,,,,,-0.261472843,-0.018342671,0.334715885,0.414720096,0.607259262,0.457634899,0.610562854,-0.119007146,-0.247234912,-0.565500793,-0.673756229,-0.560736772,-0.447308906,-0.679142204,-0.463736644,-0.744142605,-0.735262648,-0.374906951,0.156122812,0.656432946,0.543538273,0.333484092,0.148778998,-0.004396949
MYS,,,,,0.006527113,0.002257557,0.062929203,0.012849019,-0.083707039,-0.023265195,0.17355192,0.387976345,0.526828271,0.668596666,0.399703422,0.41641973,0.151815517,0.116951456,0.015035567,0.094319614,0.150955099,-0.158398043,-0.636462722,-1.214915091,-0.918523449,-0.822016313,-0.667554779,-0.603779278
MLI,,,,,,,,,,,-0.056960211,-0.98076396,-1.106511704,-1.511650445,-1.524277544,-1.293592508,-1.104431889,-1.269826967,-1.083919748,-1.387642848,-1.490952744,-1.218551142,-0.589436936,0.375437041,0.017615686,-0.24457759,-0.607432647,-0.762799804
MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,,,,,-0.083773098,0.01441028,-0.089211878,-0.145482988,-0.128732701,-0.186982665,-0.297148243,-0.118829161,-0.104902007,0.038548272,0.150923442,0.064864358,0.10689964,0.09603958,0.141684806,0.231263294,0.28370432,0.312072244,0.193402372,0.184842026,0.361702378,0.47751769,0.666963823,0.549501377
MDA,,,,,-2.253388145,-2.373955168,-2.543196026,-2.472519668,-2.344926712,-2.397401258,-2.599054328,-1.908222041,-1.702410297,-1.196944002,-0.855077311,-1.362395403,-1.42977211,-1.109586743,-1.407755983,-0.985672053,-0.868723114,-1.261695133,-1.716009295,-1.783779619,-1.25934526,-0.575058283,-0.638790276,-0.523313597
MNG,,,,,,,,,,,,,-0.837859136,-0.716824034,-0.919396943,-0.678651003,-0.764872402,-0.972488838,-1.088496234,-1.141595883,-1.207338641,-1.170336986,-0.596966613,0.116187019,0.067127841,-0.016655147,-0.727268197,-0.723358062
MAR,,,,,-0.747836045,-0.854407781,-0.938853759,-0.84713598,-0.887584179,-0.68563605,-0.706435748,-0.374127955,-0.276345604,-0.125522285,0.016789258,-0.130054964,-0.177957778,0.015284269,-0.12026248,0.042948684,0.066157601,-0.316318092,-0.768864378,-1.267483496,-1.23007396,-1.093261704,-0.904242902,-0.925703611
MOZ,,,,,,,,,,,,,,-1.15921108,-1.276342349,-0.773739532,-0.854149745,-0.880671891,-0.789425587,-1.069691998,-1.122000067,-0.909921364,-0.317104141,0.396992084,0.205307942,-0.00424333,-0.312224166,-0.402924977
NAM,,,,,,,,,,,,-0.478858862,-0.735199989,-0.777557407,-0.88458344,,-0.633705623,-0.925999178,-0.799181897,-0.695090385,-0.805437069,-0.783824059,-0.368657475,0.165380674,-0.027319476,-0.265715743,-0.481362887,-0.246260178
NLD,,,,,1.842104177,1.823207443,1.747474829,1.718866426,1.737967204,1.880259005,1.80818759,1.978811431,1.973032075,1.919229185,1.956029065,2.168431921,2.07789821,2.030353108,2.053431511,1.886592307,1.780655503,1.990630734,2.126116424,1.87451344,1.968059876,2.141901777,2.121564656,2.137219536
NZL,,,,,2.101001537,2.072910435,1.983717368,1.947999961,1.938626573,1.876890411,1.893873376,2.037176241,1.988047666,1.870594248,1.701010985,1.944171321,1.956495992,1.844173179,1.883028043,1.702026741,1.683813562,1.854915007,1.920771955,1.700042974,1.640602787,1.579459408,1.608846075,1.619710362
NIC,,,,,,,,,,,,,,,,,,,,,,,-0.395622923,0.656797768,0.311097004,,,
NER,,,,,,,,,,,,,,,,-1.088320545,-1.063402928,-1.340123604,-1.263617252,-1.502182004,-1.481976659,-1.168056486,-0.534603805,0.299237012,-0.27326363,-0.535504101,,
NGA,,,,,0.031752458,0.161156952,0.24590662,0.175889261,0.244974982,0.359434768,0.372045777,0.050031298,-0.060048697,-0.230412929,-0.247949943,-0.165271374,-0.148795658,-0.170815961,-0.050074445,-0.082360451,0.025621366,0.09275664,0.17992474,0.053434742,0.017007468,0.047046445,0.06710019,0.082828911
PRK,,,,,,,,,,,,,,,,,,,,,,,,,-3.50036302,-3.356955178,-2.794636886,
MKD,,,,,-1.830536598,-1.848310545,-2.211051833,-2.097403358,-1.826424034,-1.836883073,-1.551380558,-1.213045729,-0.838750133,-0.609589266,-0.566378175,-0.667018905,-0.623121975,-0.488372135,-0.557418569,-0.363408892,-0.314388702,-0.446977518,-0.500520347,-0.841314315,-0.680836653,-0.466172102,-0.493490962,-0.466523049
NOR,,,,,1.71216446,1.617419655,1.590358707,1.747024682,1.751942854,1.715681066,1.732241309,1.824511829,1.721233662,1.765135213,1.725799164,1.896658666,1.948197881,1.890639714,1.895513898,1.772512813,1.623445735,1.755736973,1.801465614,1.548819952,1.588564217,1.617136647,1.679336811,1.65567214
OMN,,,,,-1.151819375,-1.093167046,-0.717460582,-0.729292423,-0.685545927,-0.59244685,-0.652920107,-0.397842235,-0.397974108,-0.243060949,-0.266051287,-0.398844221,-0.534943324,-0.514873233,-0.56905597,-0.531890203,-0.397137231,-0.350649802,-0.494352264,-0.738187062,-0.689676112,-0.780103095,-0.680096579,-0.793176659
PAK,,,,,-0.424507808,-0.405147697,-0.392086532,-0.256126541,-0.255032033,-0.34352489,-0.250863207,-0.605112416,-0.582408442,-0.438273442,-0.394303777,-0.426894802,-0.478421491,-0.508367567,-0.438542754,-0.352442501,-0.384898275,-0.572639635,-0.956909763,-1.455554432,-1.067432824,-1.041393696,-0.705180046,-0.639086509
PAN,,,,,-0.230483212,-0.217486492,-0.140525801,-0.016841555,-0.319291207,-0.308873774,-0.05954136,-0.582672165,-0.762532201,-0.902535919,-1.024000201,-0.804833859,-0.789593233,-0.754322458,-0.669478033,-0.776222936,-0.868862527,-0.810609842,-0.169100627,0.470959127,0.350726714,0.471441141,0.126128467,0.348215399
PNG,,,,,-0.416576398,-0.435020442,-0.443269504,-0.356417101,-0.233050411,-0.319340966,-0.261367801,-1.113963483,-1.266083701,-1.511550682,-1.483781558,-1.273900032,-1.1034058,-1.191268667,-1.162926158,-1.440024923,-1.56346501,-1.455336059,-0.940985748,0.238637453,0.133472496,-0.007783951,-0.760920577,-0.7157613
PRY,,,,,,,,,,,,,,,,,,,,,-0.755988117,-0.548910074,-0.522916146,-0.259082365,0.205404231,0.86806858,0.554214981,0.699375028
PER,,,,,-0.343758157,-0.016965571,0.217751961,0.104577449,0.182785995,0.230814487,0.322940221,-0.105148703,-0.104009648,-0.115817593,-0.224416267,0.012490335,0.189982913,0.220701189,0.04971491,-0.096560208,0.036137023,0.364471635,0.511299948,0.585132098,0.361351444,0.167916444,0.119520351,-0.006588942
PHL,,,,,0.120948552,0.124579532,0.410194666,0.362274931,0.397805467,0.298409367,0.459642877,0.034952139,-0.072470153,-0.224257846,-0.402247821,-0.142041923,-0.08036704,-0.179662571,0.014326802,0.026091381,-0.054806161,-0.076404765,-0.042904921,8.85794E-05,-0.195548222,-0.193489864,-0.303087567,-0.200558191
