Country,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
AFG,0.0730600996062313,0.08543108548174168,0.08819554307011841,0.095458934929815,0.07414064059052793,0.0582644156526346,0.05002690741509893,0.04919397058676258,0.044198983635038075,0.04000866347535329,0.023612052525642625,0.024745807542781176,0.026664272339451733,0.02759604992720678,0.04651494080220191,0.05288789313562927,0.05602138764107916,0.054637317045404366,0.05820337481168565,0.06101432740300283,0.09571319621563629,0.10895392080384826,0.11480852605924663
ALB,0.04583932037472438,0.047567351972419965,0.04950575089176063,0.05165237973618272,0.05242367741151183,0.050894595245928,0.047053985477579316,0.04232952831617101,0.03631774730650255,0.022492605360197777,0.014302435583571462,0.01509289577078902,0.017893991439789,0.025717755558833433,0.055979110330685394,0.06247513956708755,0.06064430486449902,0.05453132049289613,0.04273964311522905,0.03940330345205856,0.03994433288438205,0.03676984493186717,0.03231070108848762
DZA,0.3308256651081868,0.3426932128563578,0.34858152305021206,0.35301764113977213,0.36167268783626294,0.37511205485507065,0.39501517302509503,0.41148339050487737,0.41816942175980065,0.41498349654093714,0.40654940466317235,0.38739417794136066,0.37430819423234196,0.3619487526243441,0.3618452534019642,0.35391871813078196,0.347401675679213,0.3376943924497219,0.32445160322150335,0.3211494805231104,0.31875823866599695,0.31473817321380054,0.3031120598474521
AGO,0.755193678034547,0.7523782370344453,0.751493668993675,0.7723318932327226,0.8136379581712919,0.8614379714479415,0.8870097577032265,0.9073406345821758,0.8769274947695594,0.8930375762837077,0.8816195754392389,0.8738547705097319,0.8795719741870237,0.8487723313514537,0.8406753959418066,0.8342845469580767,0.8141291002687266,0.797048905522439,0.7614176689226981,0.7141672012337236,0.713019980558916,0.6996441926024531,0.6892631432149212
ARG,0.02670836273224415,0.027025700932136958,0.027470133846069097,0.029546368072898198,0.0324434131895921,0.033113611824708164,0.032832018395967576,0.03151303028065207,0.030955996123074966,0.030858926243263453,0.03163546604779072,0.03342945721893768,0.03405630391231228,0.03511187864551841,0.03683884993010363,0.03925262135712994,0.0426311608586689,0.04690586533554074,0.04804045906469024,0.04666532509597413,0.045393345704364874,0.0449863495477557,0.04652392459219706
ARM,0.09263362965997282,0.08858792571582456,0.0920641268332873,0.1121030922587504,0.12398265406472614,0.12081593284246765,0.12519615254582706,0.10837895450864155,0.09030165625138256,0.08604889419071098,0.07276724937297098,0.07017717554654024,0.07131669002424737,0.06593788327162856,0.06963079622697668,0.0672630053841006,0.06847376407869608,0.07697359510208887,0.08830269728059516,0.09382403936531637,0.10006550709656155,0.10335590553730906,0.09599882889773184
AUS,0.03145291528218952,0.029808931080309544,0.02949702156677221,0.029098719981372742,0.03015249724829544,0.03185209274924631,0.03754655778572858,0.0418246286272825,0.044585472201436965,0.05724547655400816,0.06512099815969749,0.07618468814919914,0.0904267470921277,0.09432911627631398,0.09925953764964762,0.10023015009274433,0.09455433423223891,0.09254611509425861,0.09066620556174833,0.09156979141889475,0.10008947744061711,0.11009628372040765,0.12605360398081242
AUT,0.007099561850053673,0.007248310533606305,0.007475786098776649,0.007833275879466195,0.007853547963406867,0.008559815663456793,0.009114340417773594,0.009695226088949314,0.009668179841150372,0.0087069722313736,0.007929927628255807,0.007338085337009764,0.007101717745554927,0.007244150882676439,0.007306846576394804,0.0073414617968167745,0.00738043403159393,0.007451660543319592,0.007597323039882862,0.007881581753690916,0.008328292237303019,0.008036374848231078,0.007905387474583707
AZE,0.21130828236919302,0.2554689657288987,0.39983387043494617,0.4687409772131205,0.5072793514241491,0.4974633407510025,0.43831713481555495,0.4468719629894356,0.45475074167491203,0.6971350284763514,0.7242833837350365,0.7586419897189827,0.7836677260896646,0.7371872790631022,0.7363111054106263,0.726405080656296,0.6846973613940648,0.6607676930392263,0.6336033409412356,0.6083692195623449,0.6173825449193285,0.586932096847699,0.5187132255975859
BHR,0.17207900936578058,0.1612754666832859,0.14744174746513503,0.13376702354555864,0.12369965520370119,0.1244973006816811,0.13382001206871372,0.14866170361329123,0.14671166171251065,0.13518750427400134,0.12030224212933648,0.10973825223665105,0.10679935988242455,0.11346356572274832,0.10513749824444776,0.11580766898854553,0.13027095231890304,0.11925871858721901,0.12648641682381367,0.1180505947794083,0.12300745685099804,0.12854158718637984,0.13526056054261815
