Country,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
AFG,,,,,,,1.0,1.0,0.5463137996219282,0.2858987603305785,0.2835447904652057,0.30831536623739875,0.3368334550766983,0.4198249303144408,0.4443386426592798,0.4187555555555555,0.5927326975331664,0.4228434917355372,0.39495,0.2356243108690568,0.14447025941130232,0.21966970537719646,0.2930052816241931
ALB,0.5078125,1.0,1.0,,1.0,1.0,0.6201460976547482,0.41950113378684806,0.39834319526627215,0.38075111701485326,0.34664412070759626,0.23627479932347173,0.2305296514259846,0.17710320236942748,0.3142722117202269,0.1538947102638556,0.10128327591945055,0.08370168585526314,0.07044336676360677,0.061899053618400056,0.05884473944047472,0.04979970971312148,0.05028129106285517
DZA,0.042220363937381676,0.043816322289219535,0.03959166578315279,0.03580060265095339,0.03286552951548328,0.030386642622207305,0.02881787234116984,0.026295791061001175,0.024197872663383496,0.0217681488725369,0.020568011230718934,0.019471599844681168,0.019101917150524436,0.018912961539990555,0.018383523526425236,0.0182411218241274,0.017289211807650785,0.017115389003335802,0.01655400347675056,0.015777512953001522,0.016325666658657517,0.015954701311754797,0.015420890814550463
AGO,,,,,,,,0.5002974419988102,0.5002082465639317,0.5057397959183674,0.513888888888889,0.5053507728894173,0.38165680473372776,0.2074829931972789,0.23537576839183028,0.2938065966025514,0.3103061224489796,0.38622196174543133,0.24634559706235437,0.25583237203216197,0.31835114204489756,0.40577959183673473,0.500088888888889
ARG,0.015659407776754123,0.01574709049543948,0.015410753825690569,0.015357053926377947,0.015181288739356383,0.014693504306635945,0.014517906337418769,0.014076542497731635,0.013675562003880868,0.013102680522894284,0.012701780300735698,0.012345112273725794,0.012089548390160864,0.011858607058343046,0.011579954401664495,0.011269146899275875,0.010812774828054213,0.010305925650973794,0.009987861359554618,0.00981396079923941,0.009573387200557655,0.009520666697840196,0.009582281413143792
ARM,0.07552026393777671,0.07423096855547051,0.08163161482657225,0.07236877073919606,0.06925740463925946,0.06942417400489867,0.063327860484517,0.06761122838891664,0.06774861786883937,0.06005518643690348,0.06020470812531303,0.05561841504088069,0.062001390121083244,0.07310655381944443,0.07449054039275729,0.08106113214814394,0.08495022810261017,0.09541051063458668,0.09422290289238244,0.09254550797948134,0.08227855810412057,0.07086493647558213,0.0715037805656912
AUS,0.010302970787444892,0.010129268977328777,0.01003884263876765,0.010027780689772529,0.01002172636834956,0.010094640931217098,0.009956556626247032,0.009743575951584914,0.00946399111146836,0.0092630168524655,0.009093535768372072,0.008845477930527937,0.008694560928927885,0.008584571731940339,0.008527934594994195,0.00851164900776607,0.008478299912156175,0.00840199957941323,0.008349487014770155,0.008320522895326567,0.008307347114137203,0.008317710696533703,0.008352107120052348
AUT,0.014152267343485516,0.013795511438767378,0.013400548399161029,0.013297862528169353,0.012957558692206538,0.01279386923651228,0.012409785793473066,0.011882254046913449,0.011387204595091325,0.010881648775382245,0.010502353453048697,0.01013421357709194,0.009825878637640683,0.009576173418689597,0.009337723101294292,0.009126095968620145,0.008944528795134842,0.00870985507953685,0.00859225498181454,0.008470435061842311,0.008391527651355197,0.008422418293447783,0.008438217328753899
AZE,0.19647371418791332,0.24650520792544442,0.2517914404746876,0.16558595127320885,0.1679734193760045,0.1278414956540045,0.08433163863265862,0.08005521743261294,0.0988818657450508,0.08136885396680046,0.0772527848091313,0.07295170526762602,0.05915415717726793,0.05387882860237495,0.055774327404161286,0.05105368620037808,0.054963580083541415,0.04845216057779054,0.04446545384046951,0.03952137515379771,0.03608085464729934,0.030105924595457047,0.029266952824950773
BHR,0.3339242815482843,0.394400352733686,0.2563285599243724,0.23533037475345167,0.29041837715084284,0.25621764053254437,0.21748089890294162,0.2045709621467197,0.14936200000000002,0.1187490621938339,0.12636545713337013,0.11497671747112763,0.1321856368867227,0.13309325806296304,0.12635014695116126,0.12210262345679011,0.10488427876037187,0.08040761787006055,0.07378855468241882,0.04714632767143928,0.042099054260917944,0.03786697242071211,0.034944645110398125
