Country,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
ARE,-0.8466475896777018,-0.3630284695555083,-0.09248090470720707,-0.26156219344793114,-0.4907808175724007,-0.5700929078606591,-0.37806883500744926,-0.24368192003388742,-0.10735756848819199,-0.13480129215066997,-0.2893552656865344,-0.41665446479518475,-0.09225836566528149,0.014614493130174806,0.08085862644847948,-0.01026746104868356,0.09911207637539901,0.15636631543325202,0.23353465879681093,0.017051536684984707,0.16304494611748482,0.019571396407728328,-0.002119980945338354
ARM,,-1.5700705969558744,-1.0385300258722228,-1.1731441476365423,-0.9207356342677222,-0.9220861706798998,-1.2078572153214389,-1.2658734069082433,-1.0452407607435918,-1.1089974650556982,-0.8921092886243375,-1.2796924061021986,-0.8543396823396749,-1.0198281918860526,-0.38290595067649597,-0.6894165440537982,-0.8413322647539332,-0.6736699350368883,-0.9013577427721932,-0.7802382765097118,-0.8446990122046767,-0.7560262839391912,-0.7021788849227187
ARG,-0.6712415469092327,0.02702148510081066,0.0038758289445769635,-0.13734580978302838,0.07038457317598319,-0.18350892562495666,-0.2868577491368649,-0.0016881743047533328,0.1396772191552931,0.055985461705388914,-0.04773228452025333,0.10806765534401946,0.03669394747190528,0.02287653454782437,-0.041146984644819605,0.044984822305412085,0.14405985980182853,0.033128094208854895,0.19703485459287312,0.13969918823490873,0.15040246151891862,0.11160512363035857,-0.08197526077677646
AUT,1.1133390051794052,1.1336318686484839,1.1748343629002957,1.2183835725269772,1.1746159366242217,1.3171128209998477,1.2642777540958767,1.3539011548460238,1.4108207989139916,1.3415880333776935,1.3129598917673342,1.3030416676222933,1.178525557433995,1.2965567171891126,1.3809487426775742,1.4622871570225702,1.4577983911317327,1.4458861824615632,1.483769713552052,1.5202517594616067,1.5429960620086378,1.5076870599435999,1.5117110884251297
AUS,1.0862759423391453,1.0541807653483457,1.1687697251722473,1.2079998289618155,1.2578318448081969,1.3320624561040897,1.2500263590507747,1.2356429235872304,1.2120840866684914,1.230086080605397,1.2538414580789026,1.3264110927897546,1.3194118621478066,1.3532562584767418,1.240662642528781,1.2910847282421059,1.1920434476664676,1.1028601914089724,1.1293699091075404,1.1848488130214383,1.1140294643180995,1.153322680512336,1.1343629698123179
AZE,,,,,,,-1.72801881653958,-1.4021934614889753,-0.938595289775125,-1.1718388010947194,-1.112633224238377,-1.2524612786250846,-1.0192062416724768,-1.5487088783217862,-0.7897937357959322,-0.5912026296055776,-0.5599878215466231,-0.6467702522364092,-1.316810812844703,-1.5772784761797913,-1.1145324944415558,-1.043649538653165,-1.055845488543747
BIH,,,,,-0.2774284437856209,-0.45183105037702675,-0.3544197245686189,-0.21816694451428842,0.0069542193091170655,0.017225923293568302,-0.14443023505157457,-0.11201409779094082,-0.06337819935683975,-0.1467290341470427,-0.06540008246895522,-0.2794121691283377,-0.728998821182056,-0.9933984082248675,-1.1736611589718562,-0.9603302180199742,-0.5975897278329063,-0.3386286349359171,-0.031172526885021763
BGD,,,,,,-2.263965453394932,-2.3489522062053894,-2.0907290776455167,-2.4755739089849382,,,,-2.1099892624893695,-1.9714626009540461,-1.4124590649736497,-1.4821232354057086,-1.6495376719900359,-1.5319345337488364,-1.75838871189689,-1.783466839512886,-1.8259534369278387,-1.6789382427356392,-1.4450806462050871
BEL,0.7160729660627947,0.6453243069831182,0.5847640018341406,0.5473308330196437,0.5597522115958374,0.589030483953119,0.784667768341429,0.8381858595854761,0.8095405151127245,0.6691477303989563,0.5696011529471009,0.6724144080344442,0.8895559541444092,0.7226667190348881,0.8992556541135746,1.0134729829652327,0.9829112013677076,1.126727629357623,1.094296577281891,1.098137874755538,1.0090741108718224,0.9976222998770753,1.0858050443649028
BGR,0.20506693091669018,0.37036388439965345,0.5312707479668786,0.45086147978977875,0.26403531166196864,0.1596299271881557,0.0854423554458161,-0.04109992173350349,0.28011732449321997,0.1401156233779068,0.1593754224292535,0.1872539142502751,0.062444306690013704,0.08218518487197833,0.23830888586594037,0.24379576260556654,0.2009420696212413,0.12001210621224756,0.14246984931258638,0.3112551490394663,0.3931932291603749,0.48989740555210975,0.38462182440095005
